"word","index","year","page","frequency","articleCount","stfreq","pagegroup","category","pagegrpnew","decade"
"Tin","1905:12",1905,12,48,324,14.8148148148148,7,"Business and Commerce","back","1900"
"London","1905:12",1905,12,19,324,5.8641975308642,7,"Persons and Places","back","1900"
"Thailand","1905:12",1905,12,19,324,5.8641975308642,7,"Persons and Places","back","1900"
"China","1905:12",1905,12,17,324,5.24691358024691,7,"Persons and Places","back","1900"
"British","1905:12",1905,12,16,324,4.93827160493827,7,"Politics and Power","back","1900"
"Japanese","1905:12",1905,12,15,324,4.62962962962963,7,"Politics and Power","back","1900"
"Germany","1905:12",1905,12,14,324,4.32098765432099,7,"Persons and Places","back","1900"
"Japan","1905:12",1905,12,14,324,4.32098765432099,7,"Persons and Places","back","1900"
"Hongkong","1905:12",1905,12,13,324,4.01234567901235,7,"Persons and Places","back","1900"
"Singapore","1905:12",1905,12,13,324,4.01234567901235,7,"Persons and Places","back","1900"
"French","1905:12",1905,12,11,324,3.39506172839506,7,"Persons and Places","back","1900"
"Government","1905:12",1905,12,11,324,3.39506172839506,7,"Politics and Power","back","1900"
"India","1905:12",1905,12,11,324,3.39506172839506,7,"Persons and Places","back","1900"
"Russia","1905:12",1905,12,11,324,3.39506172839506,7,"Persons and Places","back","1900"
"ill","1905:12",1905,12,11,324,3.39506172839506,7,"Events and Society ","back","1900"
"Ceylon","1905:12",1905,12,10,324,3.08641975308642,7,"Persons and Places","back","1900"
"Colombo","1905:12",1905,12,10,324,3.08641975308642,7,"Persons and Places","back","1900"
"Mail","1905:12",1905,12,10,324,3.08641975308642,7,"Business and Commerce","back","1900"
"Manila","1905:12",1905,12,10,324,3.08641975308642,7,"Persons and Places","back","1900"
"arrived","1905:12",1905,12,10,324,3.08641975308642,7,"Events and Society ","back","1900"
"date","1905:12",1905,12,10,324,3.08641975308642,7,"Events and Society ","back","1900"
"present","1905:12",1905,12,10,324,3.08641975308642,7,"Events and Society ","back","1900"
"report","1905:12",1905,12,10,324,3.08641975308642,7,"Events and Society ","back","1900"
"time","1905:12",1905,12,10,324,3.08641975308642,7,"Events and Society ","back","1900"
"company","1905:12",1905,12,9,324,2.77777777777778,7,"Business and Commerce","back","1900"
"recently","1905:12",1905,12,9,324,2.77777777777778,7,"Events and Society ","back","1900"
"Coffee","1906:1",1906,1,32,245,13.0612244897959,1,"Business and Commerce","front","1900"
"Bank","1906:1",1906,1,30,245,12.2448979591837,1,"Business and Commerce","front","1900"
"Bali","1906:1",1906,1,28,245,11.4285714285714,1,"Persons and Places","front","1900"
"Private","1906:1",1906,1,27,245,11.0204081632653,1,"Events and Society ","front","1900"
"Brit","1906:1",1906,1,24,245,9.79591836734694,1,"Politics and Power","front","1900"
"Sarawak","1906:1",1906,1,23,245,9.38775510204082,1,"Persons and Places","front","1900"
"Sago","1906:1",1906,1,22,245,8.97959183673469,1,"Business and Commerce","front","1900"
"Berthed","1906:1",1906,1,21,245,8.57142857142857,1,"Business and Commerce","front","1900"
"Black","1906:1",1906,1,20,245,8.16326530612245,1,"Persons and Places","front","1900"
"Different","1906:1",1906,1,20,245,8.16326530612245,1,"Events and Society ","front","1900"
"Pepper","1906:1",1906,1,20,245,8.16326530612245,1,"Business and Commerce","front","1900"
"Wharves","1906:1",1906,1,20,245,8.16326530612245,1,"Business and Commerce","front","1900"
"Tin","1906:2",1906,2,25,510,23.7254901960784,2,"Business and Commerce","front","1900"
"British","1906:2",1906,2,34,510,6.66666666666667,2,"Politics and Power","front","1900"
"London","1906:2",1906,2,30,510,5.88235294117647,2,"Persons and Places","front","1900"
"Sir","1906:2",1906,2,27,510,5.29411764705882,2,"Persons and Places","front","1900"
"Rubber","1906:2",1906,2,26,510,5.09803921568627,2,"Business and Commerce","front","1900"
"Ceylon","1906:2",1906,2,22,510,4.31372549019608,2,"Persons and Places","front","1900"
"ill","1906:2",1906,2,22,510,4.31372549019608,2,"Events and Society ","front","1900"
"China","1906:2",1906,2,21,510,4.11764705882353,2,"Persons and Places","front","1900"
"Chinese","1906:2",1906,2,19,510,3.72549019607843,2,"Politics and Power","front","1900"
"report","1906:2",1906,2,19,510,3.72549019607843,2,"Events and Society ","front","1900"
"Tin","1906:3",1906,3,32,609,25.615763546798,3,"Business and Commerce","middle","1900"
"London","1906:3",1906,3,46,609,7.55336617405583,3,"Persons and Places","middle","1900"
"British","1906:3",1906,3,41,609,6.73234811165846,3,"Politics and Power","middle","1900"
"Hongkong","1906:3",1906,3,35,609,5.74712643678161,3,"Persons and Places","middle","1900"
"Rubber","1906:3",1906,3,34,609,5.58292282430213,3,"Business and Commerce","middle","1900"
"China","1906:3",1906,3,29,609,4.76190476190476,3,"Persons and Places","middle","1900"
"company","1906:3",1906,3,28,609,4.59770114942529,3,"Business and Commerce","middle","1900"
"Ceylon","1906:3",1906,3,27,609,4.43349753694581,3,"Persons and Places","middle","1900"
"ill","1906:3",1906,3,27,609,4.43349753694581,3,"Events and Society ","middle","1900"
"Meyer","1906:3",1906,3,25,609,4.10509031198686,3,"Persons and Places","middle","1900"
"Tin","1906:5",1906,5,163,4102,23.7932715748415,4,"Business and Commerce","middle","1900"
"Singapore","1906:5",1906,5,247,4102,6.02145294978059,4,"Persons and Places","middle","1900"
"Chinese","1906:5",1906,5,227,4102,5.53388590931253,4,"Politics and Power","middle","1900"
"morning","1906:5",1906,5,208,4102,5.07069722086787,4,"Events and Society ","middle","1900"
"Court","1906:5",1906,5,193,4102,4.70502194051682,4,"Politics and Power","middle","1900"
"afternoon","1906:5",1906,5,166,4102,4.04680643588493,4,"Events and Society ","middle","1900"
"Club","1906:5",1906,5,163,4102,3.97367137981472,4,"Politics and Power","middle","1900"
"ill","1906:5",1906,5,153,4102,3.72988785958069,4,"Events and Society ","middle","1900"
"Sir","1906:5",1906,5,140,4102,3.41296928327645,4,"Persons and Places","middle","1900"
"Tin","1906:7",1906,7,32,625,15.84,5,"Business and Commerce","middle","1900"
"Chinese","1906:7",1906,7,37,625,5.92,5,"Politics and Power","middle","1900"
"London","1906:7",1906,7,35,625,5.6,5,"Persons and Places","middle","1900"
"China","1906:7",1906,7,32,625,5.12,5,"Persons and Places","middle","1900"
"American","1906:7",1906,7,30,625,4.8,5,"Politics and Power","middle","1900"
"British","1906:7",1906,7,30,625,4.8,5,"Politics and Power","middle","1900"
"ill","1906:7",1906,7,29,625,4.64,5,"Events and Society ","middle","1900"
"Rubber","1906:7",1906,7,28,625,4.48,5,"Business and Commerce","middle","1900"
"time","1906:7",1906,7,24,625,3.84,5,"Events and Society ","middle","1900"
"Sir","1906:7",1906,7,23,625,3.68,5,"Persons and Places","middle","1900"
"Tin","1906:8",1906,8,126,2497,24.9098918702443,6,"Business and Commerce","back","1900"
"Bank","1906:8",1906,8,206,2497,8.24989987985583,6,"Business and Commerce","back","1900"
"Coffee","1906:8",1906,8,169,2497,6.76812174609531,6,"Business and Commerce","back","1900"
"Singapore","1906:8",1906,8,159,2497,6.36764116940328,6,"Persons and Places","back","1900"
"Private","1906:8",1906,8,155,2497,6.20744893872647,6,"Events and Society ","back","1900"
"Club","1906:8",1906,8,132,2497,5.2863436123348,6,"Politics and Power","back","1900"
"Bali","1906:8",1906,8,120,2497,4.80576692030437,6,"Persons and Places","back","1900"
"Chinese","1906:8",1906,8,110,2497,4.40528634361234,6,"Politics and Power","back","1900"
"China","1906:10",1906,10,81,845,9.58579881656805,7,"Persons and Places","back","1900"
"Rubber","1906:10",1906,10,80,845,9.46745562130178,7,"Business and Commerce","back","1900"
"London","1906:10",1906,10,71,845,8.40236686390532,7,"Persons and Places","back","1900"
"prem","1906:10",1906,10,61,845,7.2189349112426,7,"Business and Commerce","back","1900"
"Tin","1906:10",1906,10,55,845,6.50887573964497,7,"Business and Commerce","back","1900"
"Hongkong","1906:10",1906,10,54,845,6.3905325443787,7,"Persons and Places","back","1900"
"British","1906:10",1906,10,48,845,5.68047337278106,7,"Politics and Power","back","1900"
"Ltd","1906:10",1906,10,41,845,4.85207100591716,7,"Business and Commerce","back","1900"
"French","1906:10",1906,10,40,845,4.73372781065089,7,"Persons and Places","back","1900"
"Tin","1907:2",1907,2,19,434,19.1244239631336,1,"Business and Commerce","front","1900"
"London","1907:2",1907,2,26,434,5.99078341013825,1,"Persons and Places","front","1900"
"Short","1907:2",1907,2,20,434,4.60829493087558,1,"Events and Society ","front","1900"
"ill","1907:2",1907,2,20,434,4.60829493087558,1,"Events and Society ","front","1900"
"story","1907:2",1907,2,19,434,4.3778801843318,1,"Events and Society ","front","1900"
"arc","1907:2",1907,2,19,434,4.3778801843318,1,"Events and Society ","front","1900"
"China","1907:2",1907,2,15,434,3.45622119815668,1,"Persons and Places","front","1900"
"time","1907:2",1907,2,15,434,3.45622119815668,1,"Events and Society ","front","1900"
"Sir","1907:2",1907,2,13,434,2.99539170506912,1,"Persons and Places","front","1900"
"work","1907:2",1907,2,13,434,2.99539170506912,1,"Events and Society ","front","1900"
"old","1907:2",1907,2,12,434,2.76497695852535,1,"Events and Society ","front","1900"
"well","1907:2",1907,2,12,434,2.76497695852535,1,"Events and Society ","front","1900"
"Rubber","1907:2",1907,2,11,434,2.53456221198157,1,"Business and Commerce","front","1900"
"million","1907:2",1907,2,11,434,2.53456221198157,1,"Business and Commerce","front","1900"
"Tin","1907:3",1907,3,19,700,17.5714285714286,2,"Business and Commerce","front","1900"
"London","1907:3",1907,3,40,700,5.71428571428571,2,"Persons and Places","front","1900"
"ill","1907:3",1907,3,38,700,5.42857142857143,2,"Events and Society ","front","1900"
"Sir","1907:3",1907,3,32,700,4.57142857142857,2,"Persons and Places","front","1900"
"American","1907:3",1907,3,20,700,2.85714285714286,2,"Politics and Power","front","1900"
"Hongkong","1907:3",1907,3,20,700,2.85714285714286,2,"Persons and Places","front","1900"
"Urn","1907:3",1907,3,19,700,2.71428571428571,2,"Business and Commerce","front","1900"
"many","1907:3",1907,3,19,700,2.71428571428571,2,"Events and Society ","front","1900"
"company","1907:3",1907,3,18,700,2.57142857142857,2,"Business and Commerce","front","1900"
"India","1907:3",1907,3,15,700,2.14285714285714,2,"Persons and Places","front","1900"
"Rubber","1907:3",1907,3,15,700,2.14285714285714,2,"Business and Commerce","front","1900"
"Tin","1907:4",1907,4,233,1453,16.0357880247763,3,"Business and Commerce","middle","1900"
"Coy","1907:4",1907,4,169,1453,11.6311080523056,3,"Business and Commerce","middle","1900"
"China","1907:4",1907,4,155,1453,10.6675843083276,3,"Persons and Places","middle","1900"
"Colombo","1907:4",1907,4,138,1453,9.49759119064005,3,"Persons and Places","middle","1900"
"Arcadia","1907:4",1907,4,136,1453,9.35994494150034,3,"Politics and Power","middle","1900"
"Port","1907:4",1907,4,135,1453,9.29112181693049,3,"Business and Commerce","middle","1900"
"arrival","1907:4",1907,4,122,1453,8.39642119752237,3,"Events and Society ","middle","1900"
"Sydney","1907:4",1907,4,121,1453,8.32759807295251,3,"Persons and Places","middle","1900"
"Airlie","1907:4",1907,4,114,1453,7.84583620096352,3,"Politics and Power","middle","1900"
"Major","1907:4",1907,4,114,1453,7.84583620096352,3,"Persons and Places","middle","1900"
"Tin","1907:6",1907,6,76,1487,32.0107599193006,4,"Business and Commerce","middle","1900"
"Social","1907:6",1907,6,285,1487,19.1661062542031,4,"Events and Society ","middle","1900"
"Personal","1907:6",1907,6,282,1487,18.9643577673167,4,"Events and Society ","middle","1900"
"Singapore","1907:6",1907,6,117,1487,7.86819098856759,4,"Persons and Places","middle","1900"
"morning","1907:6",1907,6,92,1487,6.18695359784802,4,"Events and Society ","middle","1900"
"Chinese","1907:6",1907,6,76,1487,5.11096166778749,4,"Politics and Power","middle","1900"
"Sir","1907:6",1907,6,76,1487,5.11096166778749,4,"Persons and Places","middle","1900"
"Kuala","1907:6",1907,6,64,1487,4.3039677202421,4,"Persons and Places","middle","1900"
"Magistrate","1907:6",1907,6,55,1487,3.69872225958305,4,"Politics and Power","middle","1900"
"ill","1907:6",1907,6,55,1487,3.69872225958305,4,"Events and Society ","middle","1900"
"China","1907:6",1907,6,53,1487,3.56422326832549,4,"Persons and Places","middle","1900"
"Tin","1907:7",1907,7,323,7958,22.4051269163107,5,"Business and Commerce","middle","1900"
"London","1907:7",1907,7,1605,7958,20.1683840160844,5,"Persons and Places","middle","1900"
"Singapore","1907:7",1907,7,509,7958,6.39607941693893,5,"Persons and Places","middle","1900"
"Berlin","1907:7",1907,7,484,7958,6.0819301331993,5,"Persons and Places","middle","1900"
"Chinese","1907:7",1907,7,484,7958,6.0819301331993,5,"Politics and Power","middle","1900"
"Court","1907:7",1907,7,449,7958,5.64212113596381,5,"Politics and Power","middle","1900"
"morning","1907:7",1907,7,392,7958,4.92586076903745,5,"Events and Society ","middle","1900"
"Sir","1907:7",1907,7,355,7958,4.46091982910279,5,"Persons and Places","middle","1900"
"Government","1907:7",1907,7,331,7958,4.15933651671274,5,"Politics and Power","middle","1900"
"company","1907:7",1907,7,314,7958,3.94571500376979,5,"Business and Commerce","middle","1900"
"Tin","1907:8",1907,8,705,3586,19.659788064696,6,"Business and Commerce","back","1900"
"Club","1907:8",1907,8,649,3586,18.0981595092025,6,"Politics and Power","back","1900"
"Singapore","1907:8",1907,8,450,3586,12.5488008923592,6,"Persons and Places","back","1900"
"football","1907:8",1907,8,250,3586,6.97155605131065,6,"Events and Society ","back","1900"
"Association","1907:8",1907,8,248,3586,6.91578360290017,6,"Politics and Power","back","1900"
"match","1907:8",1907,8,244,3586,6.8042387060792,6,"Events and Society ","back","1900"
"General","1907:8",1907,8,233,3586,6.49749023982153,6,"Persons and Places","back","1900"
"cricket","1907:8",1907,8,232,3586,6.46960401561629,6,"Events and Society ","back","1900"
"tournament","1907:8",1907,8,206,3586,5.74456218627998,6,"Events and Society ","back","1900"
"Motor","1907:11",1907,11,36,615,15.7723577235772,7,"Business and Commerce","back","1900"
"Tin","1907:11",1907,11,83,615,13.4959349593496,7,"Business and Commerce","back","1900"
"Car","1907:11",1907,11,39,615,6.34146341463415,7,"Business and Commerce","back","1900"
"Club","1907:11",1907,11,30,615,4.8780487804878,7,"Politics and Power","back","1900"
"many","1907:11",1907,11,28,615,4.55284552845528,7,"Events and Society ","back","1900"
"London","1907:11",1907,11,27,615,4.39024390243902,7,"Persons and Places","back","1900"
"Singapore","1907:11",1907,11,26,615,4.22764227642276,7,"Persons and Places","back","1900"
"London","1908:2",1908,2,82,549,14.936247723133,1,"Persons and Places","front","1900"
"India","1908:2",1908,2,29,549,5.28233151183971,1,"Persons and Places","front","1900"
"company","1908:2",1908,2,28,549,5.10018214936248,1,"Business and Commerce","front","1900"
"Chinese","1908:2",1908,2,27,549,4.91803278688525,1,"Politics and Power","front","1900"
"Rubber","1908:2",1908,2,25,549,4.55373406193078,1,"Business and Commerce","front","1900"
"work","1908:2",1908,2,24,549,4.37158469945355,1,"Events and Society ","front","1900"
"Ceylon","1908:2",1908,2,23,549,4.18943533697632,1,"Persons and Places","front","1900"
"many","1908:2",1908,2,22,549,4.00728597449909,1,"Events and Society ","front","1900"
"Government","1908:2",1908,2,21,549,3.82513661202186,1,"Politics and Power","front","1900"
"little","1908:2",1908,2,21,549,3.82513661202186,1,"Events and Society ","front","1900"
"recently","1908:2",1908,2,21,549,3.82513661202186,1,"Events and Society ","front","1900"
"time","1908:2",1908,2,21,549,3.82513661202186,1,"Events and Society ","front","1900"
"American","1908:2",1908,2,20,549,3.64298724954463,1,"Politics and Power","front","1900"
"great","1908:2",1908,2,20,549,3.64298724954463,1,"Events and Society ","front","1900"
"Mansfield","1908:4",1908,4,346,975,35.4871794871795,2,"Persons and Places","front","1900"
"Steamer","1908:4",1908,4,239,975,24.5128205128205,2,"Business and Commerce","front","1900"
"China","1908:4",1908,4,234,975,24,2,"Persons and Places","front","1900"
"Port","1908:4",1908,4,231,975,23.6923076923077,2,"Business and Commerce","front","1900"
"Colombo","1908:4",1908,4,217,975,22.2564102564103,2,"Persons and Places","front","1900"
"arrival","1908:4",1908,4,215,975,22.0512820512821,2,"Events and Society ","front","1900"
"Coy","1908:4",1908,4,213,975,21.8461538461538,2,"Business and Commerce","front","1900"
"name","1908:4",1908,4,212,975,21.7435897435897,2,"Events and Society ","front","1900"
"probable","1908:4",1908,4,202,975,20.7179487179487,2,"Events and Society ","front","1900"
